產生時間,epoch,時段,分頁,到期日,行情時間,非今日行情,標的,買權側分數,買權側主導,買權側口數,賣權側分數,賣權側主導,賣權側口數,象限,結論,上緣,上緣來源,下緣,下緣來源,陣地位移
2026-08-26 01:35:14,1787679314,夜盤,下週三結算,20260902,08/25 01:14:02,Y,45292,,不判定,0,,不判定,0,flat,觀望,46200,昨日OI,45000,昨日OI,
2026-08-26 02:05:51,1787681151,夜盤,週三結算,20260826,08/25 02:05:45,Y,45286,8.34,中性,48494,4.13,BP,65797,flat,觀望,45500,盤中,45000,盤中,"買權陣地下移 500 點（偏空）；支撐上移 1,000 點（偏多）"
2026-08-26 02:05:51,1787681151,夜盤,週五結算,20260828,08/25 02:05:15,Y,45286,-1.26,中性,986,-5.41,SP,504,flat,觀望,46000,盤中,44000,盤中,買權陣地上移 700 點（偏多）
2026-08-26 02:05:51,1787681151,夜盤,下週三結算,20260902,08/25 02:03:26,Y,45286,,不判定,0,,不判定,0,flat,觀望,46200,昨日OI,45000,昨日OI,
2026-08-26 02:58:50,1787684330,夜盤,週三結算,20260826,08/25 02:58:44,Y,45352,2.19,中性,40873,2.76,BP,68958,flat,觀望,45500,盤中,45000,盤中,"買權陣地下移 500 點（偏空）；支撐上移 1,000 點（偏多）"
2026-08-26 02:58:50,1787684330,夜盤,週五結算,20260828,08/25 02:57:20,Y,45352,1.15,中性,1099,-3.93,中性,507,flat,觀望,46000,盤中,44000,盤中,
2026-08-26 02:58:50,1787684330,夜盤,下週三結算,20260902,08/25 02:03:26,Y,45352,,不判定,0,,不判定,0,flat,觀望,46200,昨日OI,45000,昨日OI,
2026-08-26 03:38:37,1787686717,夜盤,週三結算,20260826,08/25 03:38:05,Y,45332,4.30,中性,43572,4.55,BP,69497,flat,觀望,45500,盤中,45000,盤中,"買權陣地下移 500 點（偏空）；支撐上移 1,000 點（偏多）"
2026-08-26 03:38:37,1787686717,夜盤,週五結算,20260828,08/25 03:29:05,Y,45332,3.65,中性,1104,-1.79,中性,510,flat,觀望,46000,盤中,44000,盤中,
2026-08-26 03:38:37,1787686717,夜盤,下週三結算,20260902,08/25 03:35:06,Y,45332,,不判定,0,,不判定,0,flat,觀望,46200,昨日OI,45000,昨日OI,
2026-08-26 04:02:56,1787688176,夜盤,週三結算,20260826,08/25 04:02:46,Y,45372,5.32,中性,41262,3.85,BP,70128,flat,觀望,45500,盤中,45000,盤中,"買權陣地下移 500 點（偏空）；支撐上移 1,000 點（偏多）"
2026-08-26 04:02:56,1787688176,夜盤,週五結算,20260828,08/25 03:55:56,Y,45372,2.95,中性,1105,-3.12,中性,511,flat,觀望,46000,盤中,44000,盤中,
2026-08-26 04:02:56,1787688176,夜盤,下週三結算,20260902,08/25 03:53:41,Y,45372,,不判定,0,,不判定,0,flat,觀望,46200,昨日OI,45000,昨日OI,
2026-08-26 04:47:49,1787690869,夜盤,週三結算,20260826,08/25 04:47:36,Y,45434,10.40,中性,36693,2.71,BP,72166,flat,觀望,45500,盤中,45000,盤中,"買權陣地下移 500 點（偏空）；支撐上移 1,000 點（偏多）"
2026-08-26 04:47:49,1787690869,夜盤,週五結算,20260828,08/25 04:42:01,Y,45434,1.22,中性,1065,0.20,中性,514,flat,觀望,46000,盤中,44000,盤中,
2026-08-26 04:47:49,1787690869,夜盤,下週三結算,20260902,08/25 04:43:01,Y,45434,,不判定,0,,不判定,0,flat,觀望,46200,昨日OI,45000,昨日OI,
2026-08-26 05:33:15,1787693595,非交易,週三結算,20260826,08/25 04:59:58,Y,45437,4.34,中性,36953,3.42,BP,72583,flat,觀望,45500,盤中,45000,盤中,"買權陣地下移 500 點（偏空）；支撐上移 1,000 點（偏多）"
2026-08-26 05:33:15,1787693595,非交易,週五結算,20260828,08/25 04:57:57,Y,45437,-3.68,SC,1066,0.20,中性,514,flat,觀望,46000,盤中,44000,盤中,
2026-08-26 05:33:15,1787693595,非交易,下週三結算,20260902,08/25 04:43:01,Y,45437,,不判定,0,,不判定,0,flat,觀望,46200,昨日OI,45000,昨日OI,
2026-08-26 06:01:22,1787695282,非交易,週三結算,20260826,08/25 04:59:58,Y,45437,4.34,中性,36953,3.42,BP,72583,flat,觀望,45500,盤中,45000,盤中,"買權陣地下移 500 點（偏空）；支撐上移 1,000 點（偏多）"
2026-08-26 06:01:22,1787695282,非交易,週五結算,20260828,08/25 04:57:57,Y,45437,-3.68,SC,1066,0.20,中性,514,flat,觀望,46000,盤中,44000,盤中,
2026-08-26 06:01:22,1787695282,非交易,下週三結算,20260902,08/25 04:43:01,Y,45437,,不判定,0,,不判定,0,flat,觀望,46200,昨日OI,45000,昨日OI,
2026-08-26 08:56:08,1787705768,日盤,週三結算,20260826,08:56:04,,45016,6.59,中性,10904,11.81,BP,7987,flat,觀望,45500,盤中,44800,盤中,買權陣地下移 500 點（偏空）；支撐上移 800 點（偏多）
2026-08-26 08:56:08,1787705768,日盤,週五結算,20260828,08:56:03,,45016,,不判定,0,,不判定,0,flat,觀望,45300,昨日OI,44000,昨日OI,
2026-08-26 08:56:08,1787705768,日盤,下週三結算,20260902,08:55:51,,45016,,不判定,0,,不判定,0,flat,觀望,46200,昨日OI,45000,昨日OI,
2026-08-26 10:22:11,1787710931,日盤,週三結算,20260826,10:22:05,,45508,12.34,中性,20166,2.41,BP,88420,flat,觀望,45600,盤中,45000,盤中,買權陣地下移 400 點（偏空）；支撐上移 500 點（偏多）
2026-08-26 10:22:11,1787710931,日盤,週五結算,20260828,10:22:04,,45508,-1.14,中性,1462,-0.60,中性,902,flat,觀望,46000,盤中,44500,盤中,
2026-08-26 10:22:11,1787710931,日盤,下週三結算,20260902,10:21:37,,45508,,不判定,0,,不判定,0,flat,觀望,46200,昨日OI,45000,昨日OI,
2026-08-26 11:31:58,1787715118,日盤,週三結算,20260826,11:31:54,,45849,11.84,中性,22922,1.01,中性,160429,flat,觀望,46000,盤中,45000,盤中,支撐上移 500 點（偏多）
2026-08-26 11:31:58,1787715118,日盤,週五結算,20260828,11:31:52,,45849,-7.87,中性,3517,-1.91,中性,2513,flat,觀望,46000,盤中,44500,盤中,
2026-08-26 11:31:58,1787715118,日盤,下週三結算,20260902,11:31:45,,45849,,不判定,0,,不判定,0,flat,觀望,46200,昨日OI,45000,昨日OI,
2026-08-26 12:11:39,1787717499,日盤,週三結算,20260826,12:11:34,,45910,13.82,BC,20495,0.69,中性,187663,flat,觀望,46000,盤中,45000,盤中,支撐上移 500 點（偏多）
2026-08-26 12:11:39,1787717499,日盤,週五結算,20260828,12:11:32,,45910,-3.35,中性,4219,-1.15,中性,3148,flat,觀望,46000,盤中,45000,盤中,支撐上移 500 點（偏多）
2026-08-26 12:11:39,1787717499,日盤,下週三結算,20260902,12:11:03,,45910,,不判定,0,,不判定,0,flat,觀望,46200,昨日OI,44800,盤中,支撐下移 200 點（偏空）
2026-08-26 12:54:14,1787720054,日盤,週三結算,20260826,12:54:09,,45895,15.53,BC,37616,0.30,中性,206915,flat,觀望,45900,盤中,45000,盤中,支撐上移 500 點（偏多）
2026-08-26 12:54:14,1787720054,日盤,週五結算,20260828,12:54:08,,45895,-0.13,中性,5071,-1.69,中性,4774,flat,觀望,46000,盤中,45000,盤中,支撐上移 500 點（偏多）
2026-08-26 12:54:14,1787720054,日盤,下週三結算,20260902,12:53:59,,45895,,不判定,0,,不判定,0,flat,觀望,46200,昨日OI,44800,盤中,支撐下移 200 點（偏空）
2026-08-26 13:28:17,1787722097,日盤,週三結算,20260826,13:28:13,,45853,-0.30,中性,43725,0.01,中性,217024,flat,觀望,45900,盤中,45800,盤中,"支撐上移 1,300 點（偏多）"
2026-08-26 13:28:17,1787722097,日盤,週五結算,20260828,13:28:12,,45853,-7.82,中性,6236,-1.00,中性,6809,flat,觀望,46000,盤中,45000,盤中,支撐上移 500 點（偏多）
2026-08-26 13:28:17,1787722097,日盤,下週三結算,20260902,13:28:13,,45853,,不判定,0,,不判定,0,flat,觀望,47000,盤中,44800,盤中,買權陣地上移 800 點（偏多）；支撐下移 200 點（偏空）
2026-08-26 13:58:53,1787723933,非交易,週三結算,20260826,13:29:56,,46011,,不判定,0,0.25,中性,219184,flat,觀望,46100,盤中,45800,盤中,買權陣地下移 400 點（偏空）；支撐上移 800 點（偏多）
2026-08-26 13:58:53,1787723933,非交易,週五結算,20260828,13:44:59,,46011,-17.90,SC,7448,0.08,中性,7543,flat,觀望,46500,盤中,45000,盤中,買權陣地上移 400 點（偏多）
2026-08-26 13:58:53,1787723933,非交易,下週三結算,20260902,13:44:52,,46011,,不判定,0,0.96,中性,711,flat,觀望,47000,盤中,44800,盤中,買權陣地上移 800 點（偏多）；支撐下移 200 點（偏空）
2026-08-26 15:51:00,1787730660,夜盤,週三結算,20260902,15:50:24,,45980,,不判定,0,,不判定,0,flat,觀望,47000,昨日OI,44800,昨日OI,
2026-08-26 15:51:00,1787730660,夜盤,週五結算,20260828,15:50:53,,45980,-0.37,中性,3011,-0.78,中性,3767,flat,觀望,46000,盤中,44600,盤中,
2026-08-26 15:51:00,1787730660,夜盤,下週三結算,20260909,15:43:00,,45980,,不判定,0,,不判定,0,flat,觀望,46700,昨日OI,45200,昨日OI,
2026-08-26 16:50:31,1787734231,夜盤,週三結算,20260902,16:50:16,,46117,,不判定,0,,不判定,0,flat,觀望,47000,昨日OI,44800,昨日OI,
2026-08-26 16:50:31,1787734231,夜盤,週五結算,20260828,16:50:27,,46117,12.22,BC,7107,-2.47,SP,7424,bull,偏多,47000,盤中,45000,盤中,買權陣地下移 500 點（偏空）
2026-08-26 16:50:31,1787734231,夜盤,下週三結算,20260909,16:38:33,,46117,,不判定,0,,不判定,0,flat,觀望,47500,昨日OI,45200,昨日OI,
2026-08-26 17:47:53,1787737673,夜盤,週三結算,20260902,17:47:33,,46076,,不判定,0,,不判定,0,flat,觀望,47000,昨日OI,44800,昨日OI,
2026-08-26 17:47:53,1787737673,夜盤,週五結算,20260828,17:47:42,,46076,6.31,BC,9896,-2.08,中性,10150,flat,觀望,47000,盤中,45000,盤中,買權陣地下移 500 點（偏空）
2026-08-26 17:47:53,1787737673,夜盤,下週三結算,20260909,17:35:34,,46076,,不判定,0,,不判定,0,flat,觀望,47500,昨日OI,45200,昨日OI,
2026-08-26 18:39:17,1787740757,夜盤,週三結算,20260902,18:38:58,,46073,,不判定,0,,不判定,0,flat,觀望,47000,昨日OI,44800,昨日OI,
2026-08-26 18:39:17,1787740757,夜盤,週五結算,20260828,18:39:06,,46073,4.80,BC,11077,0.01,中性,11710,flat,觀望,47000,盤中,45000,盤中,買權陣地下移 500 點（偏空）
2026-08-26 18:39:17,1787740757,夜盤,下週三結算,20260909,18:17:13,,46073,,不判定,0,,不判定,0,flat,觀望,47500,昨日OI,45200,昨日OI,
2026-08-26 19:13:04,1787742784,夜盤,週三結算,20260902,19:12:09,,46077,,不判定,0,,不判定,0,flat,觀望,47000,昨日OI,44800,昨日OI,
2026-08-26 19:13:04,1787742784,夜盤,週五結算,20260828,19:13:01,,46077,4.75,BC,11785,-0.17,中性,12405,flat,觀望,47000,盤中,45000,盤中,買權陣地下移 500 點（偏空）
2026-08-26 19:13:04,1787742784,夜盤,下週三結算,20260909,19:12:37,,46077,,不判定,0,,不判定,0,flat,觀望,47500,昨日OI,45200,昨日OI,
2026-08-26 19:47:40,1787744860,夜盤,週三結算,20260902,19:45:29,,46025,,不判定,0,,不判定,0,flat,觀望,47000,昨日OI,44800,昨日OI,
2026-08-26 19:47:40,1787744860,夜盤,週五結算,20260828,19:47:33,,46025,4.03,BC,13065,-0.47,中性,13337,flat,觀望,47000,盤中,45000,盤中,買權陣地下移 500 點（偏空）
2026-08-26 19:47:40,1787744860,夜盤,下週三結算,20260909,19:38:15,,46025,,不判定,0,,不判定,0,flat,觀望,47500,昨日OI,45200,昨日OI,
2026-08-26 21:00:36,1787749236,夜盤,週三結算,20260902,20:59:48,,45898,,不判定,0,,不判定,0,flat,觀望,47000,昨日OI,44800,昨日OI,
2026-08-26 21:00:36,1787749236,夜盤,週五結算,20260828,21:00:30,,45898,0.71,中性,18110,-1.65,中性,17287,flat,觀望,46000,盤中,45000,盤中,支撐上移 500 點（偏多）
2026-08-26 21:00:36,1787749236,夜盤,下週三結算,20260909,20:56:01,,45898,,不判定,0,,不判定,0,flat,觀望,46700,昨日OI,45200,昨日OI,
2026-08-26 21:59:33,1787752773,夜盤,週三結算,20260902,21:59:24,,46005,,不判定,0,,不判定,0,flat,觀望,47000,昨日OI,44800,昨日OI,
2026-08-26 21:59:33,1787752773,夜盤,週五結算,20260828,21:59:29,,46005,2.39,中性,20673,0.82,中性,21721,flat,觀望,47000,盤中,45000,盤中,買權陣地下移 500 點（偏空）
2026-08-26 21:59:33,1787752773,夜盤,下週三結算,20260909,21:53:09,,46005,,不判定,0,,不判定,0,flat,觀望,47500,昨日OI,45200,昨日OI,
2026-08-26 22:53:04,1787755984,夜盤,週三結算,20260902,22:52:27,,45870,,不判定,0,,不判定,0,flat,觀望,47000,昨日OI,44800,昨日OI,
2026-08-26 22:53:04,1787755984,夜盤,週五結算,20260828,22:52:58,,45870,-0.35,中性,26337,-1.63,中性,25825,flat,觀望,46000,盤中,45000,盤中,支撐上移 500 點（偏多）
2026-08-26 22:53:04,1787755984,夜盤,下週三結算,20260909,22:46:13,,45870,,不判定,0,,不判定,0,flat,觀望,46700,昨日OI,45200,昨日OI,
2026-08-27 00:21:38,1787761298,夜盤,週三結算,20260902,08/26 00:15:28,Y,45813,,不判定,0,,不判定,0,flat,觀望,47000,盤中,44800,昨日OI,
2026-08-27 00:21:38,1787761298,夜盤,週五結算,20260828,08/26 00:21:32,Y,45813,0.63,中性,30365,-1.74,中性,27649,flat,觀望,46000,盤中,45000,盤中,支撐上移 500 點（偏多）
2026-08-27 00:21:38,1787761298,夜盤,下週三結算,20260909,08/26 23:40:47,Y,45813,,不判定,0,,不判定,0,flat,觀望,46700,昨日OI,45200,昨日OI,
2026-08-27 02:18:42,1787768322,夜盤,週三結算,20260902,08/26 02:10:44,Y,45890,,不判定,0,,不判定,0,flat,觀望,47000,盤中,44800,昨日OI,
2026-08-27 02:18:42,1787768322,夜盤,週五結算,20260828,08/26 02:18:01,Y,45890,-0.67,中性,31460,-4.65,SP,30740,flat,觀望,46000,盤中,45000,盤中,支撐上移 500 點（偏多）
2026-08-27 02:18:42,1787768322,夜盤,下週三結算,20260909,08/26 23:40:47,Y,45890,,不判定,0,,不判定,0,flat,觀望,46700,昨日OI,45200,昨日OI,
2026-08-27 04:40:06,1787776806,夜盤,週三結算,20260902,08/26 04:38:32,Y,45892,,不判定,0,,不判定,0,flat,觀望,47000,盤中,44800,昨日OI,
2026-08-27 04:40:06,1787776806,夜盤,週五結算,20260828,08/26 04:39:52,Y,45892,-0.26,中性,32219,-3.11,SP,31297,flat,觀望,46000,盤中,45000,盤中,支撐上移 500 點（偏多）
2026-08-27 04:40:06,1787776806,夜盤,下週三結算,20260909,08/26 23:40:47,Y,45892,,不判定,0,,不判定,0,flat,觀望,46700,昨日OI,45200,昨日OI,
2026-08-27 08:16:17,1787789777,非交易,週三結算,20260902,08/26 04:59:38,Y,45993,,不判定,0,,不判定,0,flat,觀望,47000,盤中,44800,昨日OI,
2026-08-27 08:16:17,1787789777,非交易,週五結算,20260828,08/26 04:59:59,Y,45993,1.29,中性,31480,-1.09,中性,31702,flat,觀望,46000,盤中,45000,盤中,支撐上移 500 點（偏多）
2026-08-27 08:16:17,1787789777,非交易,下週三結算,20260909,08/26 23:40:47,Y,45993,,不判定,0,,不判定,0,flat,觀望,46700,昨日OI,45200,昨日OI,
2026-08-27 14:41:46,1787812906,非交易,週三結算,20260902,13:44:58,,46078,-0.23,中性,1733,0.13,中性,1294,flat,觀望,47000,盤中,45000,盤中,買權陣地上移 200 點（偏多）
2026-08-27 14:41:46,1787812906,非交易,週五結算,20260828,13:44:59,,46078,5.06,BC,95445,4.62,BP,105418,vol,待變盤,46500,盤中,46000,盤中,"買權陣地下移 500 點（偏空）；支撐上移 1,000 點（偏多）"
2026-08-27 14:41:46,1787812906,非交易,下週三結算,20260909,13:41:41,,46078,,不判定,0,,不判定,0,flat,觀望,46150,昨日OI,44700,昨日OI,
2026-08-27 22:25:00,1787840700,夜盤,週三結算,20260902,22:24:54,,46231,0.49,中性,733,,不判定,0,flat,觀望,47000,盤中,45000,盤中,買權陣地上移 200 點（偏多）
2026-08-27 22:25:00,1787840700,夜盤,週五結算,20260828,22:24:56,,46231,0.70,中性,33824,2.66,中性,37561,flat,觀望,46500,盤中,46000,盤中,"買權陣地下移 500 點（偏空）；支撐上移 1,000 點（偏多）"
2026-08-27 22:25:00,1787840700,夜盤,下週三結算,20260909,22:21:02,,46231,,不判定,0,,不判定,0,flat,觀望,47500,昨日OI,45000,昨日OI,
2026-08-28 02:10:03,1787854203,夜盤,週三結算,20260902,08/27 02:09:58,Y,46326,-6.99,中性,1196,0.68,中性,745,flat,觀望,47000,盤中,45600,盤中,買權陣地上移 200 點（偏多）；支撐上移 600 點（偏多）
2026-08-28 02:10:03,1787854203,夜盤,週五結算,20260828,08/27 02:09:53,Y,46326,6.13,中性,44725,4.10,BP,60667,flat,觀望,46500,盤中,46000,盤中,"買權陣地下移 500 點（偏空）；支撐上移 1,000 點（偏多）"
2026-08-28 02:10:03,1787854203,夜盤,下週三結算,20260909,08/27 01:52:13,Y,46326,,不判定,0,,不判定,0,flat,觀望,47800,昨日OI,45000,昨日OI,
2026-08-28 10:11:30,1787883090,日盤,週三結算,20260902,10:11:19,,46310,-1.71,中性,1602,1.24,中性,1007,flat,觀望,47500,盤中,45000,盤中,買權陣地上移 700 點（偏多）
2026-08-28 10:11:30,1787883090,日盤,週五結算,20260828,10:11:25,,46310,8.56,BC,51862,4.56,BP,54313,vol,待變盤,46500,盤中,46000,盤中,"買權陣地下移 500 點（偏空）；支撐上移 1,000 點（偏多）"
2026-08-28 10:11:30,1787883090,日盤,下週三結算,20260909,10:10:10,,46310,,不判定,0,,不判定,0,flat,觀望,47800,昨日OI,45000,昨日OI,
2026-08-28 16:31:55,1787905915,夜盤,週三結算,20260902,16:31:49,,46463,10.90,BC,5348,0.17,中性,6919,flat,觀望,47500,盤中,45000,盤中,
2026-08-28 16:31:55,1787905915,夜盤,週五結算,20260904,16:28:34,,46463,,不判定,0,,不判定,0,flat,觀望,47500,昨日OI,45800,昨日OI,
2026-08-28 16:31:55,1787905915,夜盤,下週三結算,20260909,16:16:46,,46463,,不判定,0,,不判定,0,flat,觀望,47500,昨日OI,45000,昨日OI,
2026-08-29 03:20:10,1787944810,夜盤,週三結算,20260902,08/28 03:20:04,Y,45900,2.56,BC,32510,2.05,中性,26502,flat,觀望,47000,盤中,45000,盤中,買權陣地下移 400 點（偏空）
2026-08-29 03:20:10,1787944810,夜盤,週五結算,20260904,08/28 03:13:14,Y,45900,,不判定,0,,不判定,0,flat,觀望,46000,昨日OI,45800,昨日OI,
2026-08-29 03:20:10,1787944810,夜盤,下週三結算,20260909,08/28 02:47:53,Y,45900,,不判定,0,,不判定,0,flat,觀望,46150,昨日OI,45000,昨日OI,
2026-08-29 10:23:47,1787970227,日盤,週三結算,20260902,08/28 13:44:59,Y,46357,-8.69,中性,9154,-1.87,中性,7672,flat,觀望,47400,盤中,45000,盤中,
2026-08-29 10:23:47,1787970227,日盤,週五結算,20260904,08/28 13:44:58,Y,46357,,不判定,0,,不判定,0,flat,觀望,47500,昨日OI,45800,昨日OI,
2026-08-29 10:23:47,1787970227,日盤,下週三結算,20260909,08/28 13:43:49,Y,46357,,不判定,0,,不判定,0,flat,觀望,47500,昨日OI,45000,昨日OI,
2026-08-31 10:57:44,1788145064,日盤,週三結算,20260902,10:57:40,,45622,1.19,中性,38257,0.94,中性,47903,flat,觀望,46000,盤中,45000,盤中,"買權陣地下移 1,000 點（偏空）"
2026-08-31 10:57:44,1788145064,日盤,週五結算,20260904,10:57:13,,45622,,不判定,0,,不判定,0,flat,觀望,47000,盤中,44800,昨日OI,"買權陣地上移 1,200 點（偏多）"
2026-08-31 10:57:44,1788145064,日盤,下週三結算,20260909,10:57:14,,45622,,不判定,0,,不判定,0,flat,觀望,46150,昨日OI,45000,昨日OI,
2026-08-31 17:15:11,1788167711,夜盤,週三結算,20260902,17:15:06,,46049,-1.01,中性,6357,0.66,中性,6912,flat,觀望,46500,盤中,45000,盤中,買權陣地下移 500 點（偏空）
2026-08-31 17:15:11,1788167711,夜盤,週五結算,20260904,17:14:54,,46049,,不判定,0,,不判定,0,flat,觀望,46900,昨日OI,45800,昨日OI,
2026-08-31 17:15:11,1788167711,夜盤,下週三結算,20260909,17:14:26,,46049,,不判定,0,,不判定,0,flat,觀望,47000,昨日OI,44700,昨日OI,
2026-08-31 22:57:41,1788188261,夜盤,週三結算,20260902,22:57:33,,46129,-0.65,中性,20508,0.41,中性,27366,flat,觀望,46500,盤中,46000,盤中,"買權陣地下移 500 點（偏空）；支撐上移 1,000 點（偏多）"
2026-08-31 22:57:41,1788188261,夜盤,週五結算,20260904,22:57:35,,46129,,不判定,0,,不判定,0,flat,觀望,46850,盤中,45800,昨日OI,
2026-08-31 22:57:41,1788188261,夜盤,下週三結算,20260909,22:57:00,,46129,,不判定,0,,不判定,0,flat,觀望,47000,昨日OI,44700,昨日OI,
2026-09-01 04:44:00,1788209040,夜盤,週三結算,20260902,08/31 04:43:56,Y,45965,0.95,中性,36448,1.06,中性,33884,flat,觀望,46500,盤中,45000,盤中,買權陣地下移 500 點（偏空）
2026-09-01 04:44:00,1788209040,夜盤,週五結算,20260904,08/31 04:43:02,Y,45965,,不判定,0,,不判定,0,flat,觀望,46800,盤中,45800,昨日OI,
2026-09-01 04:44:00,1788209040,夜盤,下週三結算,20260909,08/31 03:55:23,Y,45965,,不判定,0,,不判定,0,flat,觀望,47000,昨日OI,44700,昨日OI,
2026-09-01 08:06:37,1788221197,非交易,週三結算,20260902,08/31 04:59:58,Y,45978,1.39,中性,36680,0.05,中性,34122,flat,觀望,46500,盤中,45000,盤中,買權陣地下移 500 點（偏空）
2026-09-01 08:06:37,1788221197,非交易,週五結算,20260904,08/31 04:59:03,Y,45978,,不判定,0,,不判定,0,flat,觀望,46800,盤中,45800,昨日OI,
2026-09-01 08:06:37,1788221197,非交易,下週三結算,20260909,08/31 03:55:23,Y,45978,,不判定,0,,不判定,0,flat,觀望,47000,昨日OI,44700,昨日OI,
2026-09-01 11:05:02,1788231902,日盤,週三結算,20260902,11:04:58,,46988,-55.62,SC,32467,1.53,中性,65993,flat,觀望,47000,盤中,46000,盤中,支撐上移 500 點（偏多）
2026-09-01 11:05:02,1788231902,日盤,週五結算,20260904,11:04:58,,46988,-3.61,中性,962,,不判定,496,flat,觀望,47900,盤中,46000,盤中,買權陣地上移 900 點（偏多）；支撐上移 200 點（偏多）
2026-09-01 11:05:02,1788231902,日盤,下週三結算,20260909,11:04:41,,46988,,不判定,0,,不判定,0,flat,觀望,47800,昨日OI,45500,昨日OI,
2026-09-01 16:36:27,1788251787,夜盤,週三結算,20260902,16:36:22,,46891,-3.22,SC,24018,-13.78,SP,16156,range,區間盤,47500,盤中,46500,盤中,買權陣地下移 500 點（偏空）；支撐上移 500 點（偏多）
2026-09-01 16:36:27,1788251787,夜盤,週五結算,20260904,16:36:22,,46891,,不判定,486,,不判定,0,flat,觀望,47400,盤中,46000,昨日OI,買權陣地下移 600 點（偏空）
2026-09-01 16:36:27,1788251787,夜盤,下週三結算,20260909,16:35:59,,46891,,不判定,0,,不判定,0,flat,觀望,47800,昨日OI,46000,昨日OI,
2026-09-01 20:28:19,1788265699,夜盤,週三結算,20260902,20:28:08,,46776,1.10,中性,53828,-4.26,中性,44980,flat,觀望,47000,盤中,46500,盤中,"買權陣地下移 1,000 點（偏空）；支撐上移 500 點（偏多）"
2026-09-01 20:28:19,1788265699,夜盤,週五結算,20260904,20:28:02,,46776,0.15,中性,1326,,不判定,0,flat,觀望,48000,盤中,46000,盤中,
2026-09-01 20:28:19,1788265699,夜盤,下週三結算,20260909,20:22:44,,46776,,不判定,0,,不判定,0,flat,觀望,47800,昨日OI,46000,昨日OI,
2026-09-02 00:51:26,1788281486,夜盤,週三結算,20260902,09/01 00:51:21,Y,46770,6.00,BC,88244,-8.55,SP,76188,bull,偏多,47000,盤中,46500,盤中,"買權陣地下移 1,000 點（偏空）；支撐上移 500 點（偏多）"
2026-09-02 00:51:26,1788281486,夜盤,週五結算,20260904,09/01 00:45:21,Y,46770,-1.13,中性,2394,6.46,BP,835,flat,觀望,48000,盤中,46000,盤中,
2026-09-02 00:51:26,1788281486,夜盤,下週三結算,20260909,09/01 00:34:49,Y,46770,,不判定,0,,不判定,0,flat,觀望,47800,昨日OI,46000,昨日OI,
2026-09-02 03:47:47,1788292067,夜盤,週三結算,20260902,09/01 03:47:40,Y,46635,3.48,BC,106339,-1.90,中性,72232,flat,觀望,47000,盤中,46500,盤中,"買權陣地下移 1,000 點（偏空）；支撐上移 500 點（偏多）"
2026-09-02 03:47:47,1788292067,夜盤,週五結算,20260904,09/01 03:47:07,Y,46635,-5.10,SC,2509,-0.23,中性,820,flat,觀望,48000,盤中,46000,盤中,
2026-09-02 03:47:47,1788292067,夜盤,下週三結算,20260909,09/01 02:55:53,Y,46635,,不判定,0,,不判定,0,flat,觀望,47800,昨日OI,46000,昨日OI,
2026-09-02 06:29:36,1788301776,非交易,週三結算,20260902,09/01 04:59:56,Y,46679,3.51,BC,107350,3.50,中性,75953,flat,觀望,47000,盤中,46500,盤中,"買權陣地下移 1,000 點（偏空）；支撐上移 500 點（偏多）"
2026-09-02 06:29:36,1788301776,非交易,週五結算,20260904,09/01 04:56:38,Y,46679,-4.48,SC,2516,-0.82,中性,821,flat,觀望,48000,盤中,46000,盤中,
2026-09-02 06:29:36,1788301776,非交易,下週三結算,20260909,09/01 04:20:45,Y,46679,,不判定,0,,不判定,0,flat,觀望,47800,昨日OI,46000,昨日OI,
2026-09-02 10:25:24,1788315924,日盤,週三結算,20260902,10:25:17,,46322,2.56,BC,93292,33.13,中性,40361,flat,觀望,46700,盤中,46000,盤中,買權陣地下移 300 點（偏空）
2026-09-02 10:25:24,1788315924,日盤,週五結算,20260904,10:25:09,,46322,0.82,中性,2960,-13.93,中性,1238,flat,觀望,47000,盤中,45500,盤中,買權陣地下移 400 點（偏空）；支撐上移 500 點（偏多）
2026-09-02 10:25:24,1788315924,日盤,下週三結算,20260909,10:24:49,,46322,,不判定,0,,不判定,0,flat,觀望,47800,昨日OI,46000,昨日OI,
2026-09-02 15:14:16,1788333256,夜盤,週三結算,20260909,15:13:40,,46242,,不判定,0,,不判定,0,flat,觀望,47500,昨日OI,46000,昨日OI,
2026-09-02 15:14:16,1788333256,夜盤,週五結算,20260904,15:14:11,,46242,-0.40,中性,1036,0.88,中性,1007,flat,觀望,47000,盤中,45000,盤中,買權陣地下移 500 點（偏空）
2026-09-02 15:14:16,1788333256,夜盤,下週三結算,20260916,15:14:01,,46242,,不判定,0,,不判定,0,flat,觀望,46500,昨日OI,45000,昨日OI,
2026-09-02 20:01:11,1788350471,夜盤,週三結算,20260909,20:00:58,,46040,,不判定,0,,不判定,0,flat,觀望,47400,盤中,46000,昨日OI,
2026-09-02 20:01:11,1788350471,夜盤,週五結算,20260904,20:01:06,,46040,-3.79,中性,33495,-0.65,中性,26473,flat,觀望,47500,盤中,45000,盤中,
2026-09-02 20:01:11,1788350471,夜盤,下週三結算,20260916,20:00:39,,46040,,不判定,0,,不判定,0,flat,觀望,47000,盤中,45000,昨日OI,買權陣地上移 500 點（偏多）
2026-09-03 00:29:14,1788366554,夜盤,週三結算,20260909,09/02 00:28:58,Y,46272,-0.89,中性,516,,不判定,0,flat,觀望,47500,盤中,46000,盤中,
